specObjID,ra,dec,z
321055778423203840,180.73214,0.39924061,0.07831498
4328137726937550848,180.73089,0.40606965,0.4867914
4328150371321270272,180.88739,0.35474489,0.4765339
4328148722053828608,180.92999,0.40900056,0.4432771
4328146523030573056,180.8496,0.52477096,0.4803508
4328149271809642496,180.86091,0.49524492,0.5173585
4328148172298014720,180.80233,0.50669399,0.6057783
4328149546687549440,180.79518,0.45525426,0.6414944
321054129155762176,180.74273,0.030201767,0.07976266
322115983667914752,180.741,0.059916008,0.07968453
4328041794548027392,181.02596,0.02752455,0.1832756
4328052514786398208,180.96694,0.061248403,0.5031657
321056053301110784,180.8894,0.15026914,0.160924
321053304522041344,180.92025,0.0088277577,0.08435579
321053029644134400,180.74179,0.14125451,0.07883989
4328063509902675968,180.78942,0.11837568,0.5651846
321053579399948288,180.8682,0.060088573,0.08192924
321057427690645504,180.72412,0.34055585,0.09988375
4328139925960806400,180.78904,0.30294193,0.5659244
4328138826449178624,180.77287,0.32311211,0.473839
4328150921077084160,180.84185,0.30132377,0.4938297
4328149821565456384,180.83591,0.3309078,0.5616127
4328139376204992512,180.79158,0.3286071,0.4749672
321057152812738560,180.79133,0.31924394,0.08648984
4328151470832898048,180.80915,0.27625974,0.5028428
4328051965030584320,181.01886,0.056282554,0.5321256
321055228667389952,180.98801,0.33202331,0.08165723
4328161916193361920,181.00162,0.3237679,0.4936107
322113509766752256,180.96343,0.306073,0.08308575
4328162740827082752,181.04588,0.19457259,0.2881775
4328162191071268864,180.9944,0.24993535,0.4492569
321055503545296896,181.02717,0.23603452,0.1038899
4328162465949175808,180.92653,0.19153526,0.6053507
5343548265278492672,180.01811,1.3868268,0.4098111
5343547440644771840,180.00458,1.3592243,0.4337165
5343547715522678784,180.0,1.3045287,0.6379588
4328109139635228672,180.15491,1.2355994,0.5651559
5343535620894773248,180.06951,1.3144031,0.4339855
4328110788902670336,180.023,1.1563092,0.5090384
4328123433286389760,180.27151,1.0703934,0.5606883
321037086725531648,180.28585,1.0893558,0.1393608
4328110239146856448,180.17613,1.156569,0.5396082
581021010619295744,180.21317,1.1455659,0.1250918
321038186237159424,180.2103,1.157632,0.0785328
321028290632509440,180.18145,1.1821598,0.07909217
4328111338658484224,180.22662,1.1007632,0.4993392
5343533971627331584,180.15085,1.0964306,0.5608954
581019636229761024,180.1491,1.2063023,0.04880829
5343532322359889920,180.08885,1.1503782,0.5627589
321027465998788608,180.04239,0.70717546,0.08657988
4327105284797648896,180.13991,0.73627383,0.4965996
4327103635530207232,180.11573,0.70947835,0.5991788
4327103085774393344,180.09422,0.74333894,0.4539187
4327097038460440576,180.00138,0.85123294,0.4887483
321036536969717760,180.22123,0.81380898,0.0816094
322096192458614784,180.23507,0.79305679,0.08141252
4328106940611973120,180.20081,0.7157203,0.4961307
321038735992973312,180.21998,0.73578938,0.3590023
321036262091810816,180.23949,0.78768085,0.10045
4328097594763137024,180.07723,0.94146652,0.5133395
4328097045007323136,180.01459,0.95813495,0.5930239
4327095389192998912,180.03498,0.85347632,0.5620228
322095917580707840,180.08499,0.79787575,0.1398223
321026091609253888,180.09483,0.79484878,0.139797
4328124807675924480,180.56028,0.79040872,0.5632221
5457254265281335296,180.008,5.6110345,0.669225
948102594302076928,180.11859,5.2799807,0.1516672
5457250416990638080,180.10438,5.2908501,0.5311394
947033044349380608,180.10709,5.2992102,0.151336
948102044546263040,180.10233,5.3049045,0.1499509
5344831670561558528,180.03569,5.388403,0.2730775
5457251516502265856,180.08076,5.3267002,0.4711386
5439340467857936384,180.27117,5.3315229,0.6104059
948102319424169984,180.10871,5.3520333,0.07384424
5457250966746451968,180.04379,5.4300965,0.5210573
5344829746416209920,180.06891,5.410096,0.6908463
947031120204032000,180.05356,5.421427,0.07729577
5344840741532487680,180.1484,5.3639249,0.6305575
5344832495195279360,180.01532,4.9870455,0.4609063
948106717470681088,180.11904,4.9223897,0.07793473
946925841965672448,180.11114,4.932428,0.07905702
947035793128450048,180.08082,4.9762449,0.07759846
947033594105194496,180.04069,4.9956804,0.1265288
946924742454044672,180.3142,4.9241663,0.1497373
948104243569518592,180.23033,4.9523465,0.1090728
948105068203239424,180.20042,4.9513552,0.1086126
948103693813704704,180.21779,4.9698685,0.1106743
948102869179983872,180.01333,5.2185397,0.1089092
5457248217967382528,180.10399,5.1579186,0.4647878
5344841566166208512,180.0974,5.1277067,0.3448548
947035518250543104,180.07797,5.1680452,0.108934
947033868983101440,180.06483,5.1549229,0.2452377
947035243372636160,180.17172,5.095181,0.1387361
948104518447425536,180.13328,5.0652735,0.1383795
5344842390799929344,180.0876,5.0359783,0.5218048
5344841841044115456,180.08268,5.0831478,0.5975717
948103144057890816,180.06995,5.0762198,0.07835806
5344832220317372416,180.0538,5.0880764,0.2759295
5344833319829000192,180.06561,5.0540934,0.2451573
948106167714867200,180.13618,5.0182583,0.07752502
948116887953238016,180.53044,5.087354,0.1659864
5344862731765043200,180.47763,5.1021006,0.5704184
947044314343565312,180.41432,5.0537377,0.1267887
5344864930788298752,180.50857,5.051551,0.5682799
5439339368346308608,180.5162,5.0438188,0.5687739
947045413855193088,180.32907,4.9483613,0.1551089
948101769668356096,180.30295,5.0865286,0.07823374
947046238488913920,180.19714,5.0954357,0.1313563
947045138977286144,180.24466,5.0756193,0.1544596
948103418935797760,180.2557,5.24763,0.07493325
948105892836960256,180.33662,5.1750785,0.02031953
5344843490311557120,180.1715,5.1503837,0.6117697
5457249317479010304,180.11741,5.1753128,0.4623137
5344841016410394624,180.13675,5.1775768,0.1296576
947034693616822272,180.14196,5.1745836,0.1305147
947031395081938944,180.14899,5.1546837,0.1474438
5344841291288301568,180.17062,5.261444,0.6886223
5344840191776673792,180.12043,5.2692078,0.4694522
5457249867234824192,180.12518,5.2689725,0.6917285
948101494790449152,180.11584,5.2447925,0.1671149
5344842940555743232,180.22767,5.189993,0.4680511
948103968691611648,180.22174,5.1768774,0.2297316
946926666599393280,180.06136,4.2349564,0.04462424
946928590744741888,180.01975,4.2717463,0.1659109
946907425145907200,180.08612,4.2237454,0.1432225
5344849537625509888,180.26421,4.2416187,0.600256
948091874063706112,180.15794,4.3400092,0.07586861
946922818308696064,180.14767,4.252294,0.1083364
946920619285440512,180.11618,4.3026141,0.2795128
948081428703242240,180.60008,4.3227266,0.1470708
946910998558697472,180.59567,4.3298165,0.02142312
948095172598589440,180.50715,4.4049462,0.07863015
948094073086961664,180.45625,4.4053846,0.02094104
948090774552078336,180.39163,4.4664857,0.01141982
948095447476496384,180.3741,4.2659309,0.1393801
5344858333718532096,180.45563,4.3746585,0.4842756
5344832770073186304,180.00761,4.8893382,0.2773975
5344845689334812672,180.08634,4.6472984,0.510686
946921169041254400,180.20068,4.7099391,0.0745871
948091049429985280,180.21211,4.6067706,0.1318207
946925292209858560,180.20698,4.6044136,0.131216
946930514890090496,180.05039,4.7060851,0.03957018
946922543430789120,180.34248,4.5494618,0.1143703
946924192698230784,180.34949,4.4558693,0.1325767
946921993674975232,180.13084,4.450944,0.07658766
946923368064509952,180.15675,4.4435358,0.06677414
948092423819520000,180.14373,4.5584381,0.1148566
948094622842775552,180.12079,4.5220562,0.1319136
5344904513206898688,181.3337,4.2278787,0.4526835
5344900939794108416,181.2634,4.3096407,0.268671
948053116278827008,181.25689,4.2666924,0.1625544
5344901214672015360,181.25166,4.2540208,0.4805109
5344891319067365376,181.07042,4.5314495,0.6114168
946890382715676672,181.08183,4.4911396,0.135826
948058064081152000,181.07514,4.4008664,0.1354848
5344891593945272320,181.0653,4.4535001,0.1642346
948060812860221440,181.0661,4.4544711,0.1642729
948071807976499200,181.06321,4.2265432,0.13651
946885434913351680,181.07129,4.2781106,0.1366018
5344892143701086208,181.19996,4.2302957,0.2645542
5344892693456900096,181.17145,4.2640091,0.2429529
948059713348593664,181.1437,4.2925932,0.1361099
5344891868823179264,181.09825,4.2717159,0.6464322
948057514325338112,181.12751,4.2640593,0.1868709
948058888714872832,181.10731,4.2816406,0.1350296
946889008326141952,181.07962,4.3781583,0.1356068
946889558081955840,181.08556,4.396225,0.1022521
948059988226500608,181.13702,4.3452222,0.02825529
5344903138817363968,181.23245,4.2336544,0.3152337
948061912371849216,181.17344,4.3278589,0.2113714
948062462127663104,181.18703,4.3503696,0.1367348
5439327273718403072,180.7177,4.8817161,0.5233601
5439338268834680832,180.72394,4.8463419,0.08222333
948116063319517184,180.71391,4.8214304,0.038592
948080054313707520,180.84101,4.7609812,0.1621483
5439328648107937792,180.85765,4.759322,0.3408772
5344877850049925120,180.85314,4.7599536,0.3443711
946902752221489152,180.79414,4.7636907,0.1050306
5344869053956902912,180.75833,4.5860207,0.3195761
5344880049073180672,180.80853,4.6267242,0.5318723
948083627726497792,180.73559,4.6746623,0.3540334
5344868504201089024,180.77892,4.6719678,0.4613406
946914846849394688,180.7288,4.651705,0.1351728
5344868229323182080,180.76663,4.6165458,0.4608659
948070158709057536,180.98778,4.575884,0.1636347
948069608953243648,180.88415,4.7029983,0.1353588
5344878674683645952,180.91711,4.6897951,0.6439754
948084727238125568,180.82728,4.6317876,0.1651065
948079504557893632,180.81229,4.740256,0.03836534
5344877025416204288,180.76991,4.7437787,0.1622421
946903301977303040,180.80412,4.7299737,0.1629634
5439327823474216960,180.86096,4.677711,0.4877053
946909899047069696,180.73165,4.2340534,0.02070145
948081703581149184,180.72543,4.2267986,0.2416303
948083077970683904,180.8447,4.2298353,0.02035503
948080604069521408,180.82981,4.2448464,0.1342831
5344870978102251520,180.70798,4.3797066,0.5218171
946912098070325248,180.7394,4.3265347,0.09206827
946900828076140544,180.7808,4.2504794,0.1364496
946887908814514176,181.01568,4.2399514,0.1604707
948073182366033920,180.975,4.2780981,0.1317244
583312947053357056,182.86607,2.8253719,0.07578073
5346990836201836544,182.84853,2.8711412,0.4952199
583312672175450112,182.94849,2.8633735,0.0714418
5346988637178580992,182.90339,2.8922631,0.6998271
5346033711296303104,182.89929,2.8293492,0.5901762
582262359364495360,183.09371,2.8478763,0.07716615
583322567780100096,183.09232,2.8468185,0.09483906
583321193390565376,183.03135,2.9239294,0.07546217
5346044706412580864,183.03134,2.8469217,0.4933997
5346032611784675328,182.82849,2.9951974,0.6989373
583311847541729280,182.97251,3.006925,0.15042
5346990286446022656,182.91979,3.046195,0.6379144
5346998532783230976,182.91156,3.0203231,0.3981732
583314321442891776,182.89185,3.0494936,0.07769659
5346977092306489344,182.97925,2.8628239,0.4848121
5346991935713464320,182.93648,2.9559786,0.5706464
5348166763837411328,183.37525,2.9420663,0.470965
583344008256841728,183.39372,2.8988312,0.4068888
582266207655192576,183.39416,2.8919936,0.4123016
5348167313593225216,183.41609,2.8541841,0.4807622
5348165939203690496,183.22341,3.0236942,0.4032468
583333837774284800,183.3255,2.9987127,0.08288063
5346970220358815744,183.2303,3.0297042,0.4040093
582262634242402304,183.17613,2.9398912,0.0746467
5346966097190211584,183.23651,2.8842361,0.4330166
583333288018470912,183.26219,2.9599014,0.07516929
583335212163819520,183.30947,2.9321859,0.1327714
5346969945480908800,183.29595,2.9171738,0.4705378
583334112652191744,183.28386,2.9465596,0.08272163
